TaskID,Created,Classification,Progress,TitleDocumentID,DocumentPresentInCorpus,Title,SourceExport
15295,2026-06-01T10:14:26Z,Engagements and Events,Not Started,20079,no,20079 -2026-05-22 -TRANSNET CLOUD (INVITATION TO PUBLIC SECTOR EMGAGEMENT ROUNDTABLE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15296,2026-06-01T10:16:01Z,Administrative Matters,Not Started,20082,no,20082 -2026-05-26 -BPP (REQUEST FOR TRANSFER OF SERVICE OF BUKAR FATI ZANNA).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15297,2026-06-01T10:18:19Z,Contracts and Services,Not Started,20087,no,20087 -2026-05-26 -TELEWARE (REQUEST REVALIDATION FOR THE CONTRACT OF THE REGULATORY SANDBOX PROGRAMME).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15298,2026-06-01T10:23:00Z,GOV TO GOV,Not Started,20103,no,20103 -2026-05-26 -ICRC (INVITATION TO STAKEHOLDER ENGAGEMENT SESSION ON THE NIGERIA MODEL PUBLIC PRIVATE PARTNERSHIP (PPP) AGREEMENT).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15299,2026-06-01T10:24:09Z,Public Relations,Not Started,20105,no,20105 -2026-05-29 -NDIC (REQUEST FOR VISIT AND INFORMATIONA EXCHANCE OF ICT AND DATA PROTECTION FRAMEWORK).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15300,2026-06-01T10:25:20Z,GOV TO GOV,Not Started,20110,no,20110 -2026-05-29 -ONSA (PHISHING CAMPAIGN TARGETS NIGERIANS IN FRAUDULENT NAFDAC RECRUITMENT SCHEME).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15301,2026-06-01T10:27:00Z,Legislative Matters,Not Started,20102,no,20102 -2026-05-26 -HOUSE OF REPRESENTATIVES (CALL FOR MEMORANDUM INVITATION TO A ONE DAY PUBLIC HEARING ON A BILL FOR AN ACT TO REPEAL).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15302,2026-06-01T17:18:42Z,Unclassifieds,Not Started,20118,no,20118 -2026-06-01 -NISMA (INVITATION FOR PROFESSIONAL MEMBERSHIP NOMINATION AND PARTICIPATION IN NISMA 6TH NATIONAL INDUCTION CEREMONY).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15303,2026-06-02T12:11:52Z,NITDA Services,Not Started,20119,no,20119 -2026-06-01 -FED MIN OF HEALTH (REQUEST FOR THE PROCUREMENT AND REGISTRATION OF THE DOMAIN NAME).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15304,2026-06-02T12:13:12Z,GOV TO GOV,Not Started,20120,no,20120 -2026-06-01 -INDEPENDENT CORRUPT PRACTICES AND OTHER RELATED OFFICES COMMISSION (INVESTIGATION ACTIVITIES NOTICE OF INVITATION).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15305,2026-06-02T12:13:36Z,NITDA Services,Not Started,20121,no,20121 -2026-06-01 -JUDICIARY (APPLICATION FOR DOMAIN NAME REGISTRATION ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15306,2026-06-02T12:16:14Z,Engagements and Events,Not Started,20122,no,20122 -2026-06-01 -SON (INVITATION TO THE ARSO DUAL MARK OF QUALITY AWARD CEREMONY).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15307,2026-06-02T12:16:50Z,Legal Matters,Not Started,20124,no,20124 -2026-06-01 -ALIYU & MUSA (SAN) (REPORT OF PROCEEDING OF 21ST APRIL 2026).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15308,2026-06-03T11:14:06Z,GOV TO GOV,Not Started,20157,no,20157 -2026-06-02 -FED MINI OF AGRICULTURE AND FOOD SECURITY (INVITATION TO PARTICIPATE IN THE AGROW PROJECT TECHNICAL MISSION).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15309,2026-06-03T11:14:56Z,GOV TO GOV,Not Started,20085,no,20085 -2026-05-26 -STATE HOUSE ABUJA NIGERIA (REQUEST FOR RELEASE  OF STAFF FOR THE COMMITTEE ASSIGNMENT).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15310,2026-06-03T11:17:05Z,GOV TO GOV,Not Started,20156,no,20156 -2026-06-02 -CBN (NOMINATION TO THE PAYMENTS SERVICE PROVIDERS COMMITTEE).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15311,2026-06-03T11:18:11Z,Administrative Matters,Not Started,20125,no,20125 -2026-06-01 -E PHILIPS & CO (LETTER OF AWARD ENGAGEMENT OF CONSULTANT VALUERS TO UNDERTAKE  A COMPREHENSIVE VALUATION OF THE AGENCY).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15312,2026-06-03T11:19:11Z,Sponsorship And Collaborations,Not Started,20126,no,20126 -2026-06-01 -WOMEN IN TECHNOLOGY IN NIGERIA (PARTNERSHIP INVITATION TO THE WSIS +20 FORUM STEM SESSION IN GENEVA).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15313,2026-06-03T11:19:48Z,FMCIDE,Not Started,20127,no,20127 -2026-06-01 -MCIDE (REQUEST FOR CYBESECURITY CAPACITY BUILDING FOR MINISTRY STAFF).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15314,2026-06-03T11:22:45Z,Sponsorship And Collaborations,Not Started,20130,no,20130 -2026-06-01 -NILE UNIVERSITY OF NIGERIA (INVITATION TO PARTICIPATE IN OUR COMPLIANCE RISK MANAGEMENT & INTERNAL CONTROL TRAINING).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15315,2026-06-03T11:46:15Z,GOV TO GOV,Not Started,20131,no,20131 -2026-06-01 -NDPC (INVITATION FOR ROUNDTABLE DISCUSSION ON THE SAFETY AND PROTECTION OF CHILDREN ONLINE).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15316,2026-06-03T13:10:48Z,Administrative Matters,Not Started,20140,no,20140 -2026-06-02 -ABUJA MUNICIPAL AREA COUNCIL (NOTICE TO COMPLY WITH REGULAR AND VECTOR CONTROL ACTIVITY).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15317,2026-06-03T13:12:08Z,Public Relations,Not Started,20146,no,20146 -2026-06-02 -LAW DIGIT (COMMENDATION ON THE LAUNCH OF GOVGUIDE NIGERIA GOVERNMENT SERVICES CHATBOT).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15318,2026-06-03T13:13:28Z,Legislative Matters,Not Started,20147,no,20147 -2026-06-02 -HOUSE OF REPRESENTATIVE (REQUEST FOR RESCHEDULIN OF MEETING).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15319,2026-06-03T13:14:30Z,GOV TO GOV,Not Started,20150,no,20150 -2026-06-02 -FEDERAL CHARACTER COMMISSION (INVITATION FOR AN INTERACTIVE MEETING).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15320,2026-06-03T13:17:09Z,FMCIDE,Not Started,20162,no,20162 -2026-06-03 -FMCIDE (INVITATION TO THE NATIONAL GIRLS IN ICT COMMEMORATION DINNER).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15321,2026-06-03T13:18:12Z,Interventions,Not Started,20163,no,20163 -2026-06-03 -FUAT (REGUEST FOR ICT INFRASTRUCTURE DEVELOPMENT AND DIGITAL TRANSFORMATION SUPPORT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15322,2026-06-03T13:20:42Z,GOV TO GOV,Not Started,20168,no,20168 -2026-06-03 -FMITI (INVITATION TO PARTICIPATE IN THE STUDY MISSION ON PROMOTING EVALUATING INVESTMENT AND IMPACT ASSESSMENT  ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15323,2026-06-03T13:22:02Z,Interventions,Not Started,20169,no,20169 -2026-06-03 -NOTN (REQUEST FOR DONATION OF LAPTOP COMPUTERS  TO SUPPORT VRITICAL TRADE NEGOTIATION FUNCTIONS AT NOTN ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15324,2026-06-03T13:22:47Z,Sponsorship And Collaborations,Not Started,20170,no,20170 -2026-06-03 -CIG (CIG MOTORS EASYPAY AUTO PROGRAMME STAFF VEHICLE PURCHASE SCHEME PROPOSAL ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15325,2026-06-03T13:23:45Z,NITDA Services,Not Started,20174,no,20174 -2026-06-03 -OTNSA (RE ;AUTHORIZATION FOR REGISTRATION OF INTERNET DOMAIN NCTCSECCLR GOV.NG).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15326,2026-06-03T13:25:52Z,GOV TO GOV,Not Started,20172,no,20172 -2026-06-03 -SMEDAN (NOMINATION OF REPRESENTATIVES FOR THE PROJECT IMPLEMENTATION  UNIT (PIU -START UP INNOVATION (ACE PROJECT  ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
